id,propertyid,location,subdivision,bldg_description,year_built,sq_ft
21243,141602,900 W HILL ST,GRAND VIEW ADDITION,Duplex One Story,1924,1304
21249,155540,2542 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1926,1536
21257,156128,2525 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1930,1742
21263,155542,2548 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1926,1665
21267,155543,2541 NW 11TH ST,MILLERS BOULEVARD,Duplex One Story,1926,1750
21270,155544,2545 NW 11TH ST,MILLERS BOULEVARD,Duplex One Story,1926,1736
21279,154944,2308 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1946,720
21279,154944,2308 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1946,936
21279,154944,2308 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1946,852
21281,155546,2533 NW 11TH ST,MILLERS BOULEVARD,Duplex One Story,1930,1920
21288,155547,2529 NW 11TH ST,MILLERS BOULEVARD,Duplex One Story,1930,1891
21293,156135,2553 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1930,1960
21296,152359,1300 W PARK PL,SUMMERS PLACE ADD,Duplex One Story,1926,2044
21296,152359,1300 W PARK PL,SUMMERS PLACE ADD,Duplex One Story,1925,1027
21297,155549,2521 NW 11TH ST,MILLERS BOULEVARD,Duplex One Story,1932,1899
21299,141614,812 W HILL ST,GRAND VIEW ADDITION,Duplex One Story,1926,1740
21300,154948,2405 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1791
21304,154949,2409 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1950
21305,152361,1308 W PARK PL,SUMMERS PLACE ADD,Duplex One Story,1917,1480
21309,155551,2513 NW 11TH ST,MILLERS BOULEVARD,Duplex One Story,1929,1889
21311,141616,3315 N SHARTEL AVE,GRAND VIEW ADDITION,Duplex One Story,1927,1480
21312,156139,2856 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1936,1544
21314,155552,1209 N VILLA AVE,MILLERS BOULEVARD,Duplex One Story,1930,1716
21317,156140,2852 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1936,1544
21318,155553,1205 N VILLA AVE,MILLERS BOULEVARD,Duplex One Story,1930,1716
21319,141618,803 NW 32ND ST,GRAND VIEW ADDITION,Duplex One Story,1926,1750
21320,154952,2421 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1393
21324,154953,2427 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1393
21327,154954,2429 NW 11TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1379
21328,155555,1201 N VILLA AVE,MILLERS BOULEVARD,Duplex One Story,1930,1716
21329,156142,2844 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1936,1480
21335,156143,2840 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1935,1500
21344,156145,2832 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1930,1496
21347,154958,2432 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1927,1533
21372,154963,2414 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1928,1739
21378,153527,1713 NW 22ND ST,UNIVERSITY ADDITION,Duplex One Story,1923,1689
21379,154964,2408 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1928,1782
21383,156152,2804 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1935,1782
21387,152381,1132 NW 15TH ST,HARRAHS SUB ADDITION,Duplex One Story,1936,1394
21387,152381,1132 NW 15TH ST,HARRAHS SUB ADDITION,Duplex One Story,1936,1394
21389,154966,2400 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1930,1780
21401,154969,2407 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1936,1822
21404,154970,2413 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1936,1886
21408,155571,2608 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1926,1718
21409,154971,2415 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1936,1533
21410,156158,2819 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,1419
21412,155572,2612 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1925,1846
21414,154972,2419 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1936,1533
21417,155573,2616 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1925,1763
21419,154973,2423 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1936,1533
21420,156160,2825 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,1420
21425,154974,2429 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1936,1533
21432,156162,2833 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1613
21443,155578,2638 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1926,1919
21452,155580,2642 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1926,2094
21470,156170,2770 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1928,2132
21485,155588,2625 NW 11TH ST,MILLERS BOULEVARD,Duplex One Story,1931,1968
21491,155590,2619 NW 11TH ST,MILLERS BOULEVARD,Duplex One Story,1930,1339
21497,156178,2736 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1928,1610
21502,154989,2400 NW 13TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1468
21517,153550,1715 NW 20TH ST,UNIVERSITY ADDITION,Duplex One Story,1923,1582
21537,155001,2342 NW 13TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1494
21546,152412,1122 NW 12TH ST,SHIELDS HEIGHTS SUB,Duplex One Story,1910,1332
21560,153557,1720 NW 20TH ST,UNIVERSITY ADDITION,Duplex One Story,1928,1398
21578,155611,2653 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1874
21588,155012,2300 NW 13TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1926,1665
21596,155615,2627 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1927,1216
21600,155014,2205 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1934,1376
21605,155617,2619 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1926,1952
21609,155618,2613 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1926,2176
21617,155620,2605 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1926,2110
21618,155019,2225 NW 12TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,2007,2142
21619,155621,2603 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1925,1810
21635,155624,2606 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1591
21645,155626,2612 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1616
21646,155627,2618 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1927,1784
21652,156210,2544 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1929,1702
21653,155628,2620 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1616
21657,156211,2540 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1929,1591
21661,155630,2630 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1541
21668,155631,2634 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1715
21671,156214,2526 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1926,1777
21681,155634,2650 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1892
21695,156219,2508 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1920,1771
21704,156220,2504 NW 21ST ST,CRESTWOOD ADDITION,Duplex One Story,1925,1704
21736,156227,2519 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1926,1512
21741,156228,2523 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1927,1731
21749,156229,2527 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1926,1840
21753,156230,2531 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1926,1906
21772,156234,2547 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1926,1597
21778,156235,2553 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1936,1597
21793,156240,2852 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1555
21799,155065,2120 NW 14TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1930,1603
21812,155656,2718 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1926,1305
21838,155075,2135 NW 13TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1928,1412
21846,155664,2701 NW 14TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1597
21848,155077,2121 NW 13TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1928,1692
21862,156249,2816 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1702
21889,155085,2221 NW 13TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1925,1604
21893,155673,2724 NW 15TH ST,MILLERS BOULEVARD,Duplex One Story,1928,1940
21916,155090,2239 NW 13TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1921,1502
21922,156261,2825 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,1815
21959,155686,2738 NW 14TH ST,MILLERS BOULEVARD,Duplex One Story,1930,1668
21995,155105,2301 NW 13TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1928,2142
22004,156278,2744 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,2169
22014,156280,2736 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,1702
22024,156282,2728 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,1780
22039,156285,2716 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,2035
22047,156286,2714 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,1495
22049,156287,2708 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1329
22054,156288,2706 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1364
22059,156289,2700 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1776
22073,156292,2707 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1764
22088,156295,2717 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1933,1810
22095,156296,2721 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1933,1574
22102,155715,2732 NW 12TH ST,MILLERS BOULEVARD,Duplex One Story,1935,1630
22105,156298,2729 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1568
22135,156304,2755 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1824
22153,156309,2560 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1804
22156,156310,2554 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,2037
22177,156314,2536 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1788
22193,156318,2522 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1925,1807
22201,156319,2518 NW 20TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1692
22221,156323,2559 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1950
22271,155752,1112 N ROSS AVE,MILLERS BOULEVARD,Duplex One Story,1950,1042
22302,156339,2854 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1622
22305,152594,1510 W PARK PL,DITTMER HT BLK 1 & 2,Duplex One Story,1940,1721
22310,152595,1514 W PARK PL,DITTMER HT BLK 1 & 2,Duplex One Story,1987,1680
22340,152606,1510 NW 11TH ST,DITTMER HEIGHTS ADD,Duplex One Story,1920,1882
22359,156351,2843 NW 18TH ST,CRESTWOOD ADDITION,Duplex One Story,1927,1812
22419,156363,2764 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1933,1958
22441,155787,2838 NW 11TH ST,MILLERS BOULEVARD,Duplex One Story,2003,2301
22457,152629,1603 NW 11TH ST,DITTMER HEIGHTS ADD,Duplex One Story,1928,1772
22462,152630,1605 NW 11TH ST,DITTMER HEIGHTS ADD,Duplex One Story,1928,1772
22545,156389,2751 NW 18TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1707
22597,152661,1610 NW 16TH ST,UNIVERSITY HEIGHTS AMD,Duplex One Story,1918,1482
22604,152663,1620 NW 16TH ST,UNIVERSITY HEIGHTS AMD,Duplex One Story,1920,1560
22627,152667,1612 N MARION AVE,UNIVERSITY HEIGHTS ADD,Duplex One Story,1920,1746
22631,152668,1616 N MARION AVE,UNIVERSITY HEIGHTS ADD,Duplex One Story,1920,1444
22642,156408,2504 NW 19TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1448
22813,155270,2200 NW 16TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1920,1859
22814,156443,2801 NW 17TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1744
22833,155868,2829 NW 13TH ST,MILLERS BOULEVARD,Duplex One Story,1930,1716
22840,155870,2821 NW 13TH ST,MILLERS BOULEVARD,Duplex One Story,1929,1822
22871,155282,2341 NW 15TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1921,1567
22878,155283,2345 NW 15TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1921,1672
22911,155290,2320 NW 16TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,2010,1486
22912,152724,1401 N MCKINLEY AVE,G & WEESNER SUB B11-13 DIT HT,Duplex One Story,1920,2132
22923,155292,2312 NW 16TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1935,1463
22925,155293,2308 NW 16TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1930,1494
22961,152735,1637 NW 13TH ST,G & WEESNER SUB B11-13 DIT HT,Duplex One Story,1928,1834
22968,152736,1643 NW 13TH ST,G & WEESNER SUB B11-13 DIT HT,Duplex One Story,1928,1858
22990,155307,2440 NW 16TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1920,1482
22995,155308,2436 NW 16TH ST,YOUNGS ENGLEWOOD ADD,Duplex One Story,1920,1776
23010,155904,2820 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1925,1875
23018,152746,1313 N MCKINLEY AVE,G & WEESNER SUB B11-13 DIT HT,Duplex One Story,1924,1808
23022,152747,1311 N MCKINLEY AVE,G & WEESNER SUB B11-13 DIT HT,Duplex One Story,1924,1564
23025,155907,2832 NW 16TH ST,MILLERS BOULEVARD,Duplex One Story,1925,1710
23037,152750,1301 N MCKINLEY AVE,G & WEESNER SUB B11-13 DIT HT,Duplex One Story,1923,1709
23105,155923,2512 NW 11TH ST,KENYON REY SUB,Duplex One Story,1930,1822
23112,155924,2518 NW 11TH ST,KENYON REY SUB,Duplex One Story,1930,1822
23114,155925,2522 NW 11TH ST,KENYON REY SUB,Duplex One Story,1930,1822
23120,155926,2523 W PARK PL,KENYON REY SUB,Duplex One Story,1935,1991
23132,155928,2515 W PARK PL,KENYON REY SUB,Duplex One Story,1935,1975
23138,156507,2500 NW 18TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1810
23142,155930,2507 W PARK PL,KENYON REY SUB,Duplex One Story,1930,1822
23145,155931,2503 W PARK PL,KENYON REY SUB,Duplex One Story,1935,1822
23150,155932,2500 W PARK PL,KENYON REY SUB,Duplex One Story,1935,2146
23162,155934,2508 W PARK PL,KENYON REY SUB,Duplex One Story,1935,1822
23164,155935,2514 W PARK PL,KENYON REY SUB,Duplex One Story,1935,1822
23169,155936,2516 W PARK PL,KENYON REY SUB,Duplex One Story,1935,1822
23175,155937,2520 W PARK PL,KENYON REY SUB,Duplex One Story,1935,1822
23188,155940,2546 NW 11TH ST,UNPLTD PT SEC 30 12N 3W,Duplex One Story,1930,1774
23193,155941,2540 NW 11TH ST,UNPLTD PT SEC 30 12N 3W,Duplex One Story,1930,1836
23201,155942,2536 NW 11TH ST,UNPLTD PT SEC 30 12N 3W,Duplex One Story,1930,1764
23206,155943,2532 NW 11TH ST,UNPLTD PT SEC 30 12N 3W,Duplex One Story,1930,1674
23214,155945,2530 NW 11TH ST,UNPLTD PT SEC 30 12N 3W,Duplex One Story,1930,1538
23217,156524,2814 NW 17TH ST,CRESTWOOD ADDITION,Duplex One Story,1931,1827
23218,155946,2524 NW 11TH ST,UNPLTD PT SEC 30 12N 3W,Duplex One Story,1930,1736
23220,152896,1700 N INDIANA AVE,COLLEGE ADDITION,Duplex One Story,1930,1518
23220,152896,1700 N INDIANA AVE,COLLEGE ADDITION,Duplex One Story,1930,1686
23232,152791,1629 NW 11TH ST,WEST VIEW HEIGHTS,Duplex One Story,1910,1342
23236,156529,2849 NW 16TH ST,CRESTWOOD ADDITION,Duplex One Story,1936,1494
23241,156530,2845 NW 16TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1716
23249,151196,521 NW 22ND ST,UNIVERSITY ADDITION,Duplex One Story,1929,1971
23253,156533,2835 NW 16TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1772
23254,151197,527 NW 22ND ST,UNIVERSITY ADDITION,Duplex One Story,1929,2058
23258,152904,1706 NW 15TH ST,COLLEGE ADDITION,Duplex One Story,1935,1120
23268,151199,630 NW 23RD ST,UNIVERSITY ADDITION,Duplex One Story,1910,1545
23276,156537,2815 NW 16TH ST,CRESTWOOD ADDITION,Duplex One Story,1926,1770
23309,152916,1714 NW 15TH ST,COLLEGE ADDITION,Duplex One Story,1925,1064
23380,152930,1715 NW 14TH ST,COLLEGE ADDITION,Duplex One Story,2015,2115
23381,156558,2701 NW 16TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1645
23381,156558,2701 NW 16TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1295
23404,152935,1709 NW 13TH ST,COLLEGE ADDITION,Duplex One Story,1930,1322
23407,152827,1504 NW 16TH ST,UNIVERSITY VIEW ADD,Duplex One Story,1928,1716
23408,156563,2723 NW 16TH ST,CRESTWOOD ADDITION,Duplex One Story,1921,1736
23413,152828,1508 NW 16TH ST,UNIVERSITY VIEW ADD,Duplex One Story,1928,1716
23424,152939,1718 NW 14TH ST,COLLEGE ADDITION,Duplex One Story,1912,1088
23438,156569,2745 NW 16TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1558
23501,152953,1800 NW 14TH ST,COLLEGE ADDITION,Duplex One Story,1930,2006
23506,152954,1804 NW 14TH ST,COLLEGE ADDITION,Duplex One Story,1930,1862
23510,152955,1413 N INDIANA AVE,COLLEGE ADDITION,Duplex One Story,1930,1591
23544,153937,1736 NW 17TH ST,GATEWOOD ADDITION,Duplex One Story,1928,3330
23548,152855,1518 NW 15TH ST,UNIVERSITY VIEW ADD,Duplex One Story,1925,1750
23564,156596,2527 NW 16TH ST,CRESTWOOD ADDITION,Duplex One Story,1929,2580
23569,152858,1520 NW 15TH ST,UNIVERSITY VIEW ADD,Duplex One Story,1925,1185
23575,156598,2537 NW 16TH ST,CRESTWOOD ADDITION,Duplex One Story,1928,1753
23585,156599,2543 NW 16TH ST,CRESTWOOD ADDITION,Duplex One Story,1930,1690
23586,156600,2547 NW 16TH ST,CRESTWOOD ADDITION,Duplex One Story,1926,1474
23595,153947,1710 NW 18TH ST,GATEWOOD ADDITION,Duplex One Story,1927,1877
23598,156602,2555 NW 16TH ST,CRESTWOOD ADDITION,Duplex One Story,1929,1520
23604,153948,1714 NW 18TH ST,GATEWOOD ADDITION,Duplex One Story,1927,1795
23609,153949,1716 NW 18TH ST,GATEWOOD ADDITION,Duplex One Story,1926,2284
23610,153950,1812 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex One Story,1925,1945
23610,153950,1812 N GATEWOOD AVE,GATEWOOD ADDITION,Duplex One Story,1925,1945
23647,156612,2802 NW 19TH ST,JONES PARK ADDITION,Duplex One Story,1935,1574
23648,152981,1818 NW 13TH ST,COLLEGE ADDITION,Duplex One Story,1926,1780
23654,156613,1913 N ROSS AVE,JONES PARK ADDITION,Duplex One Story,1935,1554
23663,153961,1710 NW 17TH ST,GATEWOOD ADDITION,Duplex One Story,1924,1860
23670,153962,1714 NW 17TH ST,GATEWOOD ADDITION,Duplex One Story,1924,1787
23686,152989,1322 N KENTUCKY AVE,COLLEGE ADDITION,Duplex One Story,1931,1320
23701,156623,2828 NW 17TH ST,ELLIS PLACE ADDITION,Duplex One Story,1928,1439
23710,159131,1902 NW 8TH ST,BELL VERN ADDITION,Duplex One Story,1912,1020
23710,159131,1902 NW 8TH ST,BELL VERN ADDITION,Duplex One Story,1912,944
23729,152997,1312 N GATEWOOD AVE,COLLEGE ADDITION,Duplex One Story,1960,1224
23763,159142,1917 NW 7TH ST,BELL VERN ADDITION,Duplex One Story,1915,1656
23795,159148,1904 NW 9TH ST,BELL VERN ADDITION,Duplex One Story,1920,1955
23812,159152,1920 NW 9TH ST,BELL VERN ADDITION,Duplex One Story,1984,848
23825,159154,1928 NW 9TH ST,BELL VERN ADDITION,Duplex One Story,1915,1344
23841,159157,1942 NW 9TH ST,BELL VERN ADDITION,Duplex One Story,1915,988
23881,151330,528 NW 21ST ST,UNIVERSITY ADDITION,Duplex One Story,1919,1484
23892,154006,1901 NW 16TH ST,GATEWOOD ADDITION,Duplex One Story,1926,1912
23920,159173,907 N KENTUCKY AVE,BELL VERN ADDITION,Duplex One Story,1920,1385
23935,151342,525 NW 20TH ST,UNIVERSITY ADDITION,Duplex One Story,1920,1437
23965,153045,1809 NW 12TH ST,CLASSENS CREAM RIDGE,Duplex One Story,1925,1779
23970,151348,601 NW 20TH ST,UNIVERSITY ADDITION,Duplex One Story,1920,1789
23995,159190,1939 NW 9TH ST,BELL VERN ADDITION,Duplex One Story,1915,1005
24033,156727,2431 SHERIDAN AVE,GARDEN ADDITION,Duplex One Story,2008,1628
24067,151366,715 NW 20TH ST,UNIVERSITY ADDITION,Duplex One Story,1914,1498
24081,153068,1844 NW 12TH ST,CLASSENS CREAM RIDGE,Duplex One Story,1961,1440
24104,156743,2451 W SHERIDAN AVE,GARDEN ADDITION,Duplex One Story,2008,1628
24164,153084,1740 NW 12TH ST,CLASSENS CREAM RIDGE,Duplex One Story,1930,1896
24233,159242,1628 NW 4TH ST,BELL VERN SECOND ADD,Duplex One Story,1920,1008
24240,154076,2010 NW 17TH ST,MCKINLEY PLACE ADD,Duplex One Story,1926,1774
24242,153099,1716 NW 12TH ST,CLASSENS CREAM RIDGE,Duplex One Story,1935,1064
24245,153100,1720 NW 12TH ST,CLASSENS CREAM RIDGE,Duplex One Story,1930,1102
24275,156782,2336 W SHERIDAN AVE,GARDEN ADDITION,Duplex One Story,2008,1912
24291,159259,1709 NW 4TH ST,BELL VERN SECOND ADD,Duplex One Story,1915,1005
24291,159259,1709 NW 4TH ST,BELL VERN SECOND ADD,Duplex One Story,1915,978
24338,153118,1704 NW 11TH ST,CLASSENS CREAM RIDGE,Duplex One Story,1937,1232
24435,153139,1840 NW 11TH ST,CLASSENS CREAM RIDGE,Duplex One Story,1927,1562
24441,153141,1136 N KENTUCKY AVE,CLASSENS CREAM RIDGE,Duplex One Story,1935,1391
24462,153145,1829 W PARK PL,CLASSENS CREAM RIDGE,Duplex One Story,1925,1629
24491,153150,1809 W PARK PL,CLASSENS CREAM RIDGE,Duplex One Story,1910,1321
24498,153152,1801 W PARK PL,CLASSENS CREAM RIDGE,Duplex One Story,1930,1740
24502,156826,2419 NW 3RD ST,WEST LAWN GARDEN ADD,Duplex One Story,2008,2223
24517,156829,2433 NW 3RD ST,WEST LAWN GARDEN ADD,Duplex One Story,2008,2223
24729,157585,1113 NW 9TH ST,HUNTERS ADDITION,Duplex One Story,1908,1874
24734,157586,1119 NW 9TH ST,HUNTERS ADDITION,Duplex One Story,1905,1054
24771,157593,1116 NW 10TH ST,HUNTERS ADDITION,Duplex One Story,1910,1502
24772,158330,1324 NW 3RD ST,PARKER & COLCORD ADD,Duplex One Story,1907,1250
24780,157594,1112 NW 10TH ST,HUNTERS ADDITION,Duplex One Story,1914,1848
24788,157597,1140 NW 10TH ST,BRAUERS HEIGHTS ADD,Duplex One Story,1927,1352
24795,157598,1137 NW 9TH ST,BRAUERS HEIGHTS ADD,Duplex One Story,1918,1203
24796,158335,1323 NW 2ND ST,PARKER & COLCORD ADD,Duplex One Story,1930,1140
24800,157599,1135 NW 9TH ST,BRAUERS HEIGHTS ADD,Duplex One Story,1915,1426
24819,156888,2225 NW 2ND ST,WEST LAWN GARDEN ADD,Duplex One Story,2006,1538
24905,156904,113 N TUTTLE,WEST LAWN GARDEN ADD,Duplex One Story,2018,2306
24909,156905,105 N TUTTLE ST,WEST LAWN GARDEN ADD,Duplex One Story,2018,2315
24915,156906,109 N TUTTLE ST,WEST LAWN GARDEN ADD,Duplex One Story,2018,2364
24933,157626,1408 NW 10TH ST,BRAUERS HEIGHTS ADD,Duplex One Story,1987,2352
24949,157629,1422 NW 10TH ST,BRAUERS HEIGHTS ADD,Duplex One Story,1914,1567
24992,157638,1400 NW 9TH ST,BRAUERS HEIGHTS ADD,Duplex One Story,1920,980
25034,158391,1231 NW 1ST ST,PARKER & COLCORD ADD,Duplex One Story,1908,1260
25056,157651,1405 NW 8TH ST,BRAUERS HEIGHTS ADD,Duplex One Story,1910,1022
25064,157652,1401 NW 8TH ST,BRAUERS HEIGHTS ADD,Duplex One Story,1915,1614
25135,156951,2353 NW 1ST ST,WEST LAWN GARDEN ADD,Duplex One Story,2008,1482
25141,157668,1303 NW 8TH ST,BRAUERS HEIGHTS ADD,Duplex One Story,1925,1589
25146,157669,1200 NW 9TH ST,BRAUERS HEIGHTS ADD,Duplex One Story,1920,1603
25151,157670,913 N KLEIN AVE,BRAUERS HEIGHTS ADD,Duplex One Story,1920,1088
25162,153282,1921 NW 13TH ST,BAUMANS ADDITION,Duplex One Story,1920,1927
25169,153283,1915 NW 13TH ST,BAUMANS ADDITION,Duplex One Story,1918,1856
25182,157676,1211 NW 8TH ST,BRAUERS HEIGHTS ADD,Duplex One Story,1925,1200
25193,153289,1912 NW 12TH ST,BAUMANS ADDITION,Duplex One Story,1908,1195
25196,157679,1201 NW 8TH ST,BRAUERS HEIGHTS ADD,Duplex One Story,1925,1648
25197,153290,1916 NW 12TH ST,BAUMANS ADDITION,Duplex One Story,1908,1667
25199,157680,909 N KLEIN AVE,BRAUERS HEIGHTS ADD,Duplex One Story,1919,1688
25212,153292,1924 NW 12TH ST,BAUMANS ADDITION,Duplex One Story,1921,1753
25223,156969,2446 NW 1ST ST,WEST LAWN GARDEN ADD,Duplex One Story,2008,1950
25239,157688,1516 NW 10TH ST,NEAS ADDITION,Duplex One Story,1912,1474
25273,158440,1442 NW 2ND ST,PARKER & COLCORD ADD,Duplex One Story,1910,1284
25280,157697,1505 NW 9TH ST,NEAS ADDITION,Duplex One Story,1912,1404
25343,153319,1912 NW 11TH ST,BAUMANS ADDITION,Duplex One Story,1947,1014
25375,158465,1438 NW 1ST ST,PARKER & COLCORD ADD,Duplex One Story,1929,936
25412,157011,2401 W LINDLEY AVE,WEST LAWN GARDEN ADD,Duplex One Story,2012,2290
25474,153345,1900 W PARK PL,BAUMANS ADDITION,Duplex One Story,1921,1410
25474,153345,1900 W PARK PL,BAUMANS ADDITION,Duplex One Story,1921,1249
25476,153346,1904 W PARK PL,BAUMANS ADDITION,Duplex One Story,1921,1288
